procedure_concept_id,procedure_concept_name,n
4070353,Open extraction of calculus from submandibular duct,2
4070398,Open reduction of fracture of foot,2
4070532,Osteotomy of radius,2
4070608,Excision of lesion of gingiva,2
4070616,Destruction of lesion of palate,2
4071096,Primary repair of inguinal hernia,2
4071534,Total gastrectomy and interposition of jejunum,2
4071665,Open prostatectomy,2
4071789,Removal of artificial bladder neck sphincter in female,2
4072035,Tendon transfer to extensor tendon of hand,2
4072045,Primary simple repair of tendon,2
4072122,Nephrostomy with tube drainage,2
4072156,Excision of branchial cyst,2
4072159,Cranioplasty using alloplastic material,2
4072562,Biopsy of lesion of vulva,2
4072674,Primary excision of cervical intervertebral disc,2
4072837,Right salpingo-oophorectomy,2
4073540,Repair of recurrent incisional hernia,2
4073708,Anastomotic urethroplasty,2
4073828,Revision posterior decompression cervical cord,2
4073971,Revisional lumbar microdiscectomy,2
4074139,Reconstruction of penis with distant flap,2
4074241,Proximal row carpectomy,2
4074416,Transcervical resection endometrium,2
4074876,Left salpingo-oophorectomy,2
4075416,Revision of lumbosubarachnoid shunt,2
4075590,Revision decompression of thoracic spine,2
4075891,Extended maxillectomy,2
4075903,Genioplasty,2
4076025,Primary posterior decompression of thoracic disc,2
4076287,Excision of lesion of cervical vertebra,2
4076572,Reduction of spondylolisthesis and fusion,2
4076595,Arthroscopic partial medial meniscectomy,2
4078263,Examination of joint under image intensifier,2
4078375,Tractotomy of brain,2
4078563,Amputation of phalanx of toe,2
4079417,Excision arthroplasty,2
4080015,Repair of femoral hernia,2
4080144,Final stage of staged urethroplasty,2
4080180,Excision of parapharyngeal mass,2
4080573,Scrotal transposition urethroplasty,2
4080960,Excision of nail,2
4082207,Division of flap,2
4082412,Hysterotomy and termination of pregnancy,2
4083179,Closure of urethral fistula in male,2
4084965,Excision of mediastinal tumor,2
4093594,"Open reduction of closed acromioclavicular dislocation, acute",2
4094231,Incision of hematoma of subcutaneous tissue,2
4094369,Injection of inner ear for destruction,2
4096152,Exploratory thoracotomy,2
4096783,Radical prostatectomy,2
4101683,Excision of bilateral breasts,2
4103283,Relaxation of scar contracture of skin,2
4103962,Injection of knee joint,2
4104036,Excision of peripheral nerve,2
4106462,Internal fixation using Kirschner wire,2
4106581,Primary open reduction of dislocation and skin traction,2
4107088,Revision cemented total elbow replacement,2
4107262,Release of contracture of proximal interphalangeal joint,2
4107455,Tension band wiring of fracture,2
4114157,Ligation of maxillary artery,2
4114783,Excision of ganglion cyst of hand,2
4117071,Bowel stoma closure,2
4117629,Open repair of zygomatic fracture,2
4118092,Excision of thoracic intervertebral disc,2
4119978,Frozen section microscopically controlled excision of skin lesion,2
4120431,Biopsy of inguinal lymph node,2
4120978,Small intestinal strictureplasty,2
4121136,Osteotomy of maxilla,2
4121814,Surgical removal of impacted permanent canine tooth,2
4121859,External fixation of bone,2
4121865,Hook elevation of zygomatic fracture,2
4122784,Excision of pelvic lymph node,2
4122919,Bone marrow trephine,2
4124295,Reduce scrotal elephantiasis,2
4126468,Complete repair of rotator cuff,2
4126659,Callosotomy,2
4127100,Excision of rudimentary uterine horn,2
4127478,Anterolateral thoracotomy,2
4128864,Posterior fixation of rectum,2
4132297,Closure of gastrostomy,2
4132402,Hammer toe operation,2
4137453,Excision of Skene's gland,2
4138020,Laser therapy of internal nose,2
4138884,Open repair of glenoid labrum,2
4139928,Excision of recurrent thyroglossal duct cyst,2
4140270,Revision posterior fusion of lumbar spine,2
4140582,Repair of peroneal tendon,2
4140710,Complex reconstruction of forefoot,2
4141532,Excision of low transverse vaginal septum,2
4141559,Excision of cholesteatoma of mastoid,2
4142020,"Craniectomy for excision of meningioma, infratentorial",2
4142209,Excision of bunionette,2
4142964,Pharyngoplasty using lateral pharyngeal flap,2
4143401,Plasma mediated ablation of bilateral tonsils,2
4143508,Ureteroscopic removal of ureteric calculus,2
4143799,Proximal femoral osteotomy for correction of congenital dislocation of the hip,2
4143909,Excision of heterotopic bone from muscle of hand,2
4144470,Excision of high transverse vaginal septum,2
4144720,Rectosigmoidectomy and rectopexy,2
4145191,Medial maxillectomy,2
4145292,Lumbar and lumbosacral fusion by posterior technique,2
4145399,Revision of mastectomy scar,2
4145826,Removal of transobturator tape,2
4146310,Arthroplasty of hip without cement,2
4147194,Grafting of bone of clavicle,2
4147195,Excision of uvula,2
4147202,Meatotomy of urethra,2
4147927,Total excision of pituitary gland by transsphenoidal approach,2
4148145,"Reinsertion of ruptured biceps tendon, distal, with tendon graft",2
4156956,Plastic operation on penis,2
4157076,Reduction of fracture of femur with internal fixation,2
4159841,Closed reduction of fracture of femur with internal fixation,2
4163387,Decompression of brain,2
4165902,Excision of tumor of soft tissue of flank,2
4168395,Dilatation of cervix and curettage of retained products of conception,2
4170279,Biopsy of lesion of mediastinum,2
4170805,Surgical biopsy of testis,2
4172438,Total pneumonectomy,2
4174441,Closed reduction of fracture of carpals and metacarpals with internal fixation,2
4175325,Incision and exploration of subcutaneous tissue,2
4180403,Repair of ligament,2
4183741,Excision of lesion of mediastinum,2
4186914,Arthroplasty of radial head with implant,2
4188283,Injection of joint of toe,2
4189052,Scapulopexy,2
4189586,Colposcopy,2
4194731,Angioplasty of anterior tibial artery,2
4194944,Removal of nasal pack,2
4196378,Flexible fiberoptic sigmoidoscopy,2
4199370,Removal of calculus from salivary gland using fluoroscopic guidance,2
4201231,Excision of skin cyst,2
4201899,Biopsy of oropharynx,2
4202961,Excision of skin tag,2
4203632,Repair of auricle of ear,2
4203782,Harvesting of donor material,2
4203994,Cervical laminoplasty with decompression of spinal cord,2
4204677,Gastrostomy,2
4205268,Hysteroscopy with resection of intrauterine septum,2
4207822,Revision of peripheral neurostimulator receiver,2
4207836,Open biopsy of vertebral body of lumbar region,2
4208269,Incision and exploration of abdominal wall,2
4210608,Excision of vaginal tumor,2
4214891,"Removal of cerebral ventricular reservoir, Ommaya or Rickham",2
4217192,Excision of nipple,2
4217454,Repair of penis,2
4217482,Amputation,2
4217766,Resection of polyp,2
4218566,Revision of scar of skin,2
4218789,Lysis of adhesions of vagina,2
4220625,Open reduction of fracture of carpals and metacarpals,2
4223677,Neurolysis,2
4223792,Drainage of cerebral ventricle by incision,2
4224495,Removal of spinal thecal shunt,2
4225775,Excision of perianal lesion,2
4226178,Incision of scrotum,2
4226691,Local excision of lesion of vulva,2
4228807,Manipulation of seminal vesicle,2
4231761,Radical mastectomy including pectoral muscles and axillary lymph nodes,2
4233580,Hysteroscopy and cannulation of bilateral fallopian tubes,2
4234632,Open reduction and internal fixation of fracture of calcaneum with autogenous bone graft,2
4234938,Endarterectomy and angioplasty of common femoral artery,2
4235729,Cervical arthrodesis by posterior technique,2
4236006,Hysteroscopy with endometrial ablation,2
4237349,Excision of olecranon bursa,2
4238324,Partial anterovertical laryngectomy,2
4240305,Thoracentesis,2
4243808,Laryngopharyngectomy,2
4244124,Modified radical dissection of bilateral sides of neck,2
4244540,Grafting of bone of humerus,2
4248147,Biopsy of temporal artery,2
4253785,Synovectomy of tendon sheath of hand,2
4257902,Arthroscopy of shoulder with excision of distal clavicle,2
4258554,Incision and drainage of hip joint,2
4259850,Open reduction with internal fixation of trimalleolar fracture of ankle and fixation of posterior lip of tibia,2
4261028,Decompression operation,2
4261351,Phlebectomy of lower limb vein,2
4261829,Laser surgery,2
4262652,Removal of electrodes from brain,2
4263530,Oophoropexy,2
4263669,Salpingostomy,2
4264460,Excision of neuroma of cutaneous nerve,2
4265676,Excision of varicocele,2
4267004,Repair of rotator cuff by suture,2
4267745,Operative procedure on foot,2
4268439,Vertebroplasty,2
4268746,Excision of ranula of sublingual gland,2
4271315,Removal of foreign body from urethra with incision,2
4274954,Arthroplasty of patella,2
4274961,Open reduction of fracture of tibia,2
4290017,Open reduction of fracture of ulna,2
4290518,Transfer of pectoralis major tendon,2
4294395,Radical dissection of bilateral sides of neck,2
4295705,Exploratory incision,2
4297029,Arthrodesis of interphalangeal joint of great toe,2
4297287,Repair of anal fistula,2
4298209,Stereotactic biopsy by aspiration of intracranial lesion,2
4298286,Excisional biopsy of scrotum,2
4299367,Pyeloplasty,2
4300754,Acromioplasty of shoulder,2
4301346,Surgical manipulation of shoulder joint,2
4302449,Repair of spinal meninges,2
4302695,Spinal fusion with reduction of spinal deformity,2
4304006,Cystoscopic hydrostatic distension of bladder,2
4306209,Removal of ovarian cyst,2
4308669,Total coccygectomy,2
4308909,"Excision of tumor of soft tissue of neck, deep, subfascial, intramuscular",2
4309425,Dilation and curettage of uterus after delivery,2
4313590,Repair of dental implant,2
4314771,Biopsy of urethra,2
4323157,Plastic repair by z plasty,2
4324065,Direct browlift,2
4328888,Repair of ruptured tendon,2
4329559,Simple mastectomy of bilateral breasts,2
4332426,Creation of connection from spinal syrinx,2
4332428,Revision of shunt in spinal syrinx,2
4333699,Excision of cyst of spinal cord,2
4333700,Excision of spinal cord vascular malformation,2
4334722,Ventriculolumbar shunt with valve,2
4335469,Shunt of cerebral ventricle to lumbar site,2
4335615,Removal of mastoid pack,2
4336293,Removal of lesion from spinal extradural space,2
4337034,Wedge excision of lung,2
4339495,Excision of lesion of oropharynx,2
4343011,Ureteroscopic replacement of ureteric stent,2
4343015,Partial cystectomy with excision of urachal remnant,2
4343349,Osteotomy of lesser metatarsal,2
4343557,Primary open reduction of fracture of neck of femur and open fixation using Charnley compression screw,2
4343672,Arthrodesis of first tarsometatarsal joint,2
4343801,Hemimaxillectomy,2
4344629,Open operation for fetal congenital diaphragmatic hernia,2
37109507,Removal of sternal fixation bar,2
37109559,Hemiarthroplasty of left shoulder,2
37109581,Amputation of left foot,2
37109845,Amputation of left great toe,2
37109850,Amputation of right great toe,2
37111376,Total excision of left parotid gland,2
37111481,Subcutaneous mastectomy of right breast,2
37111482,Subcutaneous mastectomy of left breast,2
37116977,Excision of distal clavicle,2
40479279,Excision of neoplasm of soft tissue of scalp,2
40479650,Placement of depth electrode into brain for electroencephalography,2
40480443,Transposition of ligament for stabilization of joint,2
40481958,Incision and drainage of fluid collection of skin,2
40482278,Revisional fusion of occipitocervical junction,2
40482709,Closure of anal fistula using plug,2
40483200,Incision and drainage of cyst,2
40484160,Excision of foreign body of subcutaneous tissue,2
40485411,Open reduction of open fracture of radius with internal fixation,2
40486402,Excision of lipoma of back,2
40486457,Surgical exposure of impacted tooth,2
40486953,Excision of medial part of maxilla and nasal turbinate,2
40487481,Right hemicolectomy and ileostomy,2
40487502,Biopsy of bone of knee,2
40487521,Low anterior resection of rectum with colostomy,2
40487524,Excision of lesion of larynx using laser,2
40487569,Fusion of joint of cervical spine with internal fixation by anterior approach,2
40487935,Dilation of tracheostomy,2
40488019,Osteotomy and advancement of mandible and maxilla,2
40488302,Debulking of neoplasm of ovary,2
40488856,Craniotomy and decompression of brain,2
40489803,Radiofrequency thermal ablation of mandibular division of trigeminal nerve,2
40490013,Excision of lesion of tendon sheath of digit of hand,2
40490980,External fixation of tibia,2
40491013,Primary posterior decompression of lumbar spinal cord,2
40491906,Surgical procedure on middle and inner ear,2
40492285,Incision and drainage of scrotum,2
40492318,Endoscopic sphenoidotomy,2
40492357,Craniotomy by retromastoid approach,2
40492909,Total excision of meningioma by infratentorial approach,2
40493449,Revision of anterior decompression of cervical spinal cord,2
42535709,Fluoroscopy guided bilateral nephrostomy,2
42536436,Revision of left total knee arthroplasty,2
42536912,Endoscopic excision of right lobe of thyroid gland,2
42536960,Elective lower segment cesarean section with bilateral tubal ligation,2
42537360,Repair of recurrent right inguinal hernia,2
42537384,Total excision of lactiferous duct of right breast,2
42538261,Laparoscopic repair of left inguinal hernia using surgical mesh,2
42538917,One stage left orchidopexy,2
42872519,Conversion to fusion of joint,2
42872571,Laparoscopic excision of ruptured ectopic tubal pregnancy,2
42872593,Removal of intermaxillary fixation screw,2
42872600,Excision of lesion of anterior abdominal wall,2
42872616,Biopsy of lesion of frontal lobe,2
42872633,Biopsy of lesion of skin of neck,2
42872673,Excision of mass of neck,2
42872674,Excision of lesion of skin of head,2
42872686,Injection of botulinum toxin into anal sphincter,2
43021553,Laparoscopic excision of hydrosalpinx,2
43531085,Open reduction of fracture of scapula with internal fixation,2
43531092,Open reduction of fracture of calcaneus with internal fixation,2
43531186,Laparoscopic right oophorectomy,2
43531416,Revision of internal fixation of femur,2
43531665,Laparoscopic right salpingo-oophorectomy,2
44783838,Subtotal glossectomy,2
44805026,Closure repair of cerebrospinal fluid leak from spinal cord,2
44805753,Medial closing wedge osteotomy of proximal phalanx of first toe,2
44807383,Reconstruction of posterolateral corner of knee,2
44808932,Re-excision of local recurrence of breast tumour,2
44809787,Excision of gonad from inguinal canal,2
44811443,Resection of ejaculatory duct,2
44814149,Cavity shave of breast for clearance of tumour margins,2
45773530,Biopsy of upper limb using fluoroscopic guidance,2
46270136,Reconstruction of mouth using pectoralis major myocutaneous flap,2
46270687,Robot assisted laparoscopic fixation of rectum,2
46270827,Incision and drainage of skin and subcutaneous tissue,2
46270836,Robot assisted laparoscopic bilateral salpingo-oophorectomy,2
46270907,Closed reduction of fracture of proximal femur and internal fixation using bone nail,2
46270997,Removal of implant device from bone,2
46273493,Fixation of intertrochanteric fracture of femur using nail,2
46273547,Radiofrequency ablation of nasal turbinate,2
46273693,Excision of lesion of oral cavity,2
46273718,Biopsy of alveolus dentalis,2
46285158,Open cholecystectomy,2
506591,Primary direct lateral excision of lumbar intervertebral disc and interbody fusion,1
507730,"Primary lower subciliary and transconjunctival blepharoplasty with skin, muscle and fat excision and lateral tarsal strip",1
4000739,Neck repair,1
4001020,Lip reconstruction,1
4001054,Biopsy of uterus,1
4001524,Bladder closure,1
4001530,Scrotum excision,1
4001706,Inguinal region repair,1
4002037,Neck artery excision,1
4002054,Skin of head destructive procedure,1
4002561,Rectum closure,1
4002731,Open biopsy,1
4003044,Neck closure,1
4003224,Testis excision,1
4003233,Vas deferens reconstruction,1
4003393,Inguinal region excision,1
4003405,Penis closure,1
4003708,Removal of benign tumor from bone,1
4003734,Mouth destructive procedure,1
4003875,Adenoid excision,1
4004037,Middle ear closure,1
4004044,Excision from retroperitoneum,1
4006849,Vaginal biopsy,1
4010245,Arthroscopy of shoulder with removal of foreign body,1
4010248,Arthroscopy of wrist with internal fixation for fracture,1
4010263,Excision of sublingual gland,1
4010685,Excision of intraductal papilloma of breast,1
4012004,Modified radical neck dissection,1
4012179,Osteotomy of clavicle with internal fixation,1
4012306,Debridement of skin graft,1
4012309,Removal of foreign body from mouth by incision,1
4012310,"Full thickness excision of lip, reconstruction with local flap",1
4012461,Repair of diaphragmatic hernia,1
4012912,Xiphoidectomy,1
4013486,Ileostomy transplantation to new site,1
4013889,Revision of obstructed valve in CSF shunt system,1
4017331,Repair of prolapse of ileostomy,1
4017585,Dilation of colostomy stoma,1
4018279,Right hemicolectomy and side-to-side anastomosis of ileum to transverse colon,1
4019077,Wedge biopsy of lung,1
4019639,Bypass operation for priapism,1
4019657,Ligation of penile veins for impotence,1
4019988,Nasal endoscopy with nasal polypectomy,1
4020332,Excisional biopsy of lesion of vagina,1
4020359,Biopsy of pericardium,1
4021414,Cystoscopy and laser destruction of bladder lesion,1
4021529,Abdominal hysterectomy,1
4023106,Cystoscopic dilatation of ureteric orifice,1
4023252,Incision of epididymis,1
4023403,Total hysterectomy,1
4023415,Bronchial sleeve resection with pulmonary resection,1
4023555,Incisional biopsy of uterine cervix,1
4024267,Arthrodesis,1
4025190,Excision of hydrocele from bilateral sides of scrotum,1
4025278,Maxillectomy with orbital exenteration,1
4025312,Excision of heterotopic bone from muscle,1
4027675,"Biopsy of soft tissue of elbow area, deep",1
4028647,Partial thymectomy,1
4028888,Revision of operative wound of anterior segment of eye,1
4028897,Urethra excision,1
4030387,Laparoscopic-assisted sigmoid colectomy,1
4030722,Layer closure of wounds of scalp and neck,1
4030797,Brain endoscopy,1
4030825,Debulking of pelvic tumor,1
4030835,Limited thoracotomy,1
4030890,Excision of sinus tarsi,1
4031033,Cerebral hemispherectomy,1
4031047,Fixation,1
4031963,Inguinal herniorrhaphy using synthetic patch,1
4031972,Repair of incisional hernia using synthetic patch,1
4031973,Repair of hernia of anterior abdominal wall,1
4032235,Abdomen incision,1
4032616,Fenton's operation,1
4032617,Colpocleisis,1
4032767,Emergency upper segment cesarean section,1
4033525,Arthroplasty of patella with prosthesis,1
4033956,Postpartum obstetric operation,1
4034304,Interposition arthroplasty of metatarsophalangeal joint of lesser toe,1
4034324,Amputation of finger through proximal interphalangeal joint,1
4034373,Removal of external fixator pin,1
4034396,Arthroplasty of elbow,1
4034443,Arthroplasty of joint of hallux,1
4034452,Surgical manipulation of arthroplasty,1
4034545,Amputation of finger through metacarpal,1
4034559,Removal of component of external fixator frame,1
4034662,Excision of osteophyte,1
4034673,Interposition arthroplasty of the metatarsophalangeal joint of hallux,1
4034701,"Incision and drainage of submaxillary abscess, intraoral",1
4035722,Rhinoplasty augmentation with synthetic implant,1
4035978,Cystourethroscopy with resection of ureterocele,1
4036110,Excision of benign lesion of scalp and neck,1
4037615,Incision of inguinal region,1
4039112,Excision of penile wart,1
4040596,Revision of urethrostomy,1
4040922,Dissection with preservation of nerve,1
4041010,Closure of postauricular fistula of mastoid,1
4041249,Revision,1
4041639,Realignment of bone,1
4041640,Interposition arthroplasty,1
4041851,Removal of corn sinus,1
4042507,Excision from urinary tract,1
4045853,Revision of external subdural drain,1
4045856,Removal of external subdural drain,1
4046271,Release of tendon,1
4046749,Excision of elbow joint synovium,1
4046919,Focal excision of brain tissue tumor,1
4046922,Focal excision of brain cyst,1
4046930,Destruction of brain tumor,1
4047006,Intracranial vascular operation,1
4047385,Calcanectomy,1
4047540,Endometrial sampling using pipelle,1
4047945,Exploratory laparotomy with biopsy,1
4048322,Excision of concha bullosa,1
4048626,Submucous resection of nasal turbinate,1
4048813,Creation of subdural-peritoneal shunt,1
4048949,Endovascular obliteration of intracranial arteriovenous malformation,1
4049248,Closure of perforation of septum of nose with labial graft,1
4049515,Repair of orbit,1
4049910,"Excision of tumor of soft tissue of neck, subcutaneous",1
4050261,Embolectomy of brachial artery,1
4051038,Excision of carotid body tumor,1
4051532,Excision of spermatocele,1
4051618,External rhinoplasty,1
4051665,Osteotomy of clavicle,1
4052104,Angioplasty of subclavian artery,1
4052249,Emergency replacement of aneurysmal popliteal artery,1
4053140,Chopart type procedure,1
4054619,Maxillary sinus endoscopy,1
4057640,Arthrotomy for excision of torn cartilage of acromioclavicular joint,1
4058653,Excision of urethral caruncle,1
4062869,Open biopsy of lesion of parietal lobe of brain,1
4063529,Stereotactic ablation of thalamus tissue,1
4063531,Evacuation of hematoma from temporal lobe of brain,1
4063769,Creation of syringoperitoneal shunt,1
4063867,Denervation of joint,1
4063880,Excision of lesion of vagus nerve (X),1
4064127,Biopsy of lesion of pituitary gland,1
4064257,Excision of regional lymph nodes,1
4064529,Arthrotomy of knee with joint exploration and biopsy,1
4064778,Biopsy of nerve,1
4065181,Endoscopic extirpation of lesion of ventricle of brain,1
4065950,Repair of ear lobe,1
4066073,Cochlear neurectomy,1
4066327,Biopsy of lesion of peripheral nerve,1
4066432,Transethmoidal hypophysectomy,1
4066463,Incision and drainage of sacrococcygeal region,1
4066685,Extirpation of lesion of meninges of sphenoidal ridge of cranium,1
4066970,Laying open of high anal fistula,1
4067132,Wedge resection of pinna,1
4067137,Drainage of abscess of pinna,1
4067257,Cauterization of internal nose,1
4067374,Submucous resection of nasal septum,1
4067379,Nasal polypectomy,1
4067440,Excision of anal polyp,1
4067484,Reconstruction of defect of nasal sinus with distant flap,1
4067500,Endoscopic removal of foreign body from pharynx,1
4067709,Fiberoptic bronchoscopic laser destruction of lesion below trachea,1
4069022,Radical excision of parotid gland,1
4069033,Removal of lesion of tongue,1
4069043,Repair of defect of palate with tongue flap,1
4069118,Lateral sphincterotomy,1
4069166,Repair of esophageal hiatus using abdominal approach,1
4069378,Examination of ear under anesthetic,1
4069472,Revision septoplasty,1
4069713,Removal of skull plate,1
4069865,Reconstruction of external ear with postauricular skin flap,1
4069964,Manual dilatation of cervix,1
4069997,Cauterization of nasal turbinate,1
4070022,Direct closure of defect of nasal sinus,1
4070119,Reconstruction of defect of nasal sinus with local flap,1
4070229,Facelift and tightening of platysma,1
4070327,Laser destruction of lesion of skin of head or neck,1
4070722,Biopsy of lesion of tonsil,1
4070863,Revision of antireflux operation,1
4070864,Revision of fundoplication of stomach,1
4070999,Biopsy of lesion of lip,1
4071124,Freeing of adhesion of tongue with Z-plasty,1
4071148,Reconstruction of mouth defect with fasciocutaneous flap,1
4071245,Distant fascial microvascular free flap,1
4071271,Incision of parotid gland,1
4071370,Plastic repair of tendon,1
4071373,Primary repair of tendon,1
4071379,Primary tenolysis,1
4071443,Biopsy of lymph node,1
4071518,Abdominoplasty,1
4071779,Hair bearing skin flap,1
4071799,Free graft urethroplasty,1
4071928,Dermatofasciectomy,1
4072048,Reconstruction of tendon sheath,1
4072055,Prepuceplasty,1
4072073,Optical urethrotomy,1
4072075,Endoscopic insertion of urethral stent,1
4072179,Reversal of vasectomy,1
4072192,Frenuloplasty of penis,1
4072268,Clitoroplasty,1
4072405,Excision of lymphedematous tissue of scrotum,1
4072683,Revisional posterior fusion of joint of thoracic spine,1
4072686,Primary decompression of cervical spine,1
4072690,Revision posterior decompression cervical cord and fusion,1
4072692,Primary foraminotomy of lumbar spine,1
4072808,Revisional foraminotomy of lumbar spine,1
4072828,Primary external fixation stabilization of spinal fracture,1
4072976,Posterior exploration thoracic spine,1
4073101,Reconstruction using distant pedicle skin flap,1
4073250,Revision of flap of skin to head or neck,1
4073541,Resuture of burst abdomen,1
4073822,Revision decompression and fusion thoracic spine,1
4073845,Extirpation of lesion of testis,1
4073866,Reconstruction of penis with microvascular transferred flap,1
4074000,Excision of Bartholin's gland,1
4074018,Marsupialization of lesion of vagina,1
4074159,Dilatation of introitus,1
4074293,Non-obstetric encircling suture of cervical os,1
4074405,Spinal instrumentation with pedicular fixation system,1
4074412,Localized fusion of joints of midfoot and forefoot,1
4074427,Excision of ruptured ectopic tubal pregnancy,1
4074743,Repair of a nail,1
4074865,Curettage of uterus,1
4074984,Repair of fascia,1
4074996,Secondary repair of tendon using graft,1
4075002,Biopsy of lesion of tendon sheath,1
4075144,Excision of branchial fistula,1
4075429,Removal of prosthesis from cranium,1
4075579,Primary hemilaminectomy excision of cervical intervertebral disc,1
4075729,Revision decompression of cervical spine,1
4075764,Biopsy of lesion of nail bed,1
4075877,Excision of base of skull in anterior cranial fossa,1
4075878,Excision of base of skull in posterior cranial fossa,1
4075901,Le Fort III osteotomy,1
4076190,Revision cemented unicompartmental knee replacement,1
4076307,Localized fusion of joints of hindfoot,1
4076569,Transoral excision of odontoid peg,1
4076596,Arthroscopic partial lateral meniscectomy,1
4076600,Conversion from cemented unicompartmental knee replacement,1
4076857,Closure of vesicovaginal fistula by vaginal approach,1
4076858,Debridement of muscle of hand,1
4076871,Revisional fusion of joint,1
4077122,Radical resection of tumor of soft tissue of neck,1
4077317,Revision open allograft replacement intra-articular ligament,1
4077330,Revision open intra-articular allograft augmentation intra-articular ligament,1
4077337,Release of contracture of distal interphalangeal joint,1
4077445,Arthroscopy of shoulder with extensive debridement,1
4077774,Revision to external fixation of fracture,1
4077944,Excision of Peyronie's disease penile plaque,1
4078243,Periarticular osteotomy for stabilization of joint,1
4078271,Finger operation,1
4078376,Hepaticotomy with drainage,1
4078962,Primary open reduction and internal fixation of proximal femoral fracture with screw/nail and intramedullary device,1
4079100,Primary internal fixation(without reduction) of proximal femoral fracture with screw/nail and intramedullary device,1
4079261,Revision cemented hemiarthroplasty of hip,1
4079526,Knee joint operation,1
4079588,Correction of congenital hallux valgus,1
4079713,Excision of colon,1
4079730,Pleurectomy,1
4080522,Endoscopy of trachea,1
4081740,Total ablation of nail matrix,1
4083389,Exchange of bearing component of arthroplasty,1
4083657,Repair of tendon of lower limb,1
4083661,Spinal decompression with discectomy,1
4083827,Fixation of fracture using dynamic compression system,1
4084451,Incisional biopsy of lesion of palate,1
4085091,"Repair of extensor tendon forearm, wrist, hand",1
4085128,Partial ablation of nail matrix,1
4085221,Arthroscopic synovial biopsy of shoulder joint,1
4085723,Repair of tendon,1
4085869,Interposition arthroplasty of elbow joint,1
4087550,Removal of blood clot from bladder by incision,1
4087760,Bypass gastroenterostomy,1
4087898,Bristow operation for dislocation of shoulder,1
4088727,Closure by suture,1
4088879,Incision and drainage of deep abscess of soft tissues of neck,1
4091735,Palatopharyngoplasty,1
4093294,Plastic operation on fascia,1
4093395,Subdural-pleural shunt operation,1
4094075,Repair of vaginal fistula,1
4096841,Excision of lesion of nerve,1
4097090,Arthrotomy of knee with joint exploration,1
4098789,Wedge osteotomy of tibia,1
4098910,Tubal occlusion,1
4099019,Excision of lesion of cerebral meninges,1
4100637,Sternotomy,1
4102471,Revision of reconstruction of breast,1
4102527,Excision of keloid,1
4102632,Incision and drainage of vulva,1
4103963,Ablation of nail bed,1
4104772,Excision biopsy of lesion of palate,1
4105083,Endoscopy of nose,1
4105138,Endoscopic biopsy of nasal sinus,1
4106041,Compartment syndrome decompression of lower limb,1
4106042,Spinal decompression without discectomy,1
4106397,Revision of knee replacement,1
4106447,Revision arthrodesis of toe joint,1
4106573,Open reduction of fracture of phalanges of hand,1
4106591,Closed reduction of fracture dislocation of joint and internal fixation of joint,1
4106745,Open excision of intra-articular osteophyte,1
4106927,Release of contracture of shoulder joint,1
4106942,Revision arthroscopic autograft ligament augmentation,1
4106943,Arthroscopic reattachment glenoid labrum,1
4107081,Excision of lesion of lip,1
4107564,Excision of lesion of mastoid bone,1
4107571,Anterior exenteration of pelvis,1
4107906,Arthroscopy of wrist with excision of triangular fibrocartilage,1
4108567,Amputation lesser toe,1
4109587,Harvest of sheet of fascia from fascia lata,1
4110391,Transfer of tibialis posterior tendon,1
4112561,Incision and drainage of infected bursa of elbow area,1
4114319,Excision of basal cell carcinoma,1
4114785,Release of contracture of hand,1
4115331,Lung cyst removal,1
4117121,Revision fixation of fracture using screws,1
4117194,Removal of cerebral ventricular valve,1
4117755,Examination of oropharynx under anesthetic,1
4118039,Nerve division/destruction,1
4118634,Grafting to skin,1
4118717,Internal urethrotomy,1
4118813,Revision of proximal catheter of ventricular shunt,1
4118895,Revision of prosthesis,1
4119274,Augmentation mammoplasty,1
4119406,Dental cyst excision,1
4119730,Palate excision,1
4119767,Surgical avulsion of vein,1
4119815,Biopsy of mouth,1
4119924,Cystoprostatectomy,1
4119987,Removal of inorganic foreign body from skin,1
4119996,Removal of complete external fixator,1
4119998,Arthrotomy,1
4120002,Internal fixation using screw,1
4120052,Urethral fistula excision,1
4120065,Total gastroduodenectomy,1
4120437,Excision of lymphedematous tissue plus local skin graft,1
4120957,Extended radical neck dissection of cervical lymph nodes,1
4120961,Excision of axillary lymph node,1
4120962,Biopsy of cervical lymph node,1
4120964,Biopsy of mediastinal lymph node,1
4120976,Excision of middle ear polyp,1
4121769,Retroperitoneal tissue operations,1
4121778,Bone graft with bone chips,1
4121858,Percutaneous fixation using screw,1
4121924,Routine episiotomy and repair,1
4122235,Trans-hiatal esophagectomy,1
4122309,Pericardial cyst excision,1
4122591,Incisional biopsy of lesion of cheek,1
4122778,Anterior compartment lymph nodes neck dissection,1
4122800,Anastomosis of pharynx to stomach,1
4123395,Creation of percutaneous jejunostomy,1
4123403,Creation of ileal pouch,1
4123868,Reconstruction of palate,1
4123906,Colonoscopy and extirpation of lesion of colon,1
4124306,Stomach diverticulum excision,1
4124560,Meniscal reattachment,1
4125348,Excision of papilloma,1
4125436,Anterior resection of rectal prolapse,1
4125467,Excision of axillary lymph nodes group,1
4125517,Removal of orthopedic wires,1
4125589,Transurethral resection of ureterocele,1
4125765,Vaginal polyp excision,1
4125941,Surgical removal of non-impacted third molar tooth,1
